Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
109.252;2303_roberto;09_PEDIDO_FOR;701240200s;PS FRESA MD 2C HEL SRI Ï5 X 4,79 X Ï8 X 70;irineu;27/03/2025;28/03/2025;05/05/2025;3;100,22;300,66;0;3;82.590;28/03/2025;194.663;6153;SOEK TOOLS;100,22;300,66;02/04/2025;Aprovada;Confirmada;;clayton
109.252;2303_roberto;09_PEDIDO_FOR;701060833s;PS BROCA MD 2C RET SRI Ø4,11 X 10 X Ø8 X 80MM;irineu;27/03/2025;28/03/2025;05/05/2025;1;75;75;0;1;82.590;28/03/2025;194.664;6153;SOEK TOOLS;75;75;02/04/2025;Aprovada;Confirmada;;clayton
109.252;2303_roberto;10_RECEBIDA;701060433s;PS BROCA MD 2C RET CRI Ø9 X 27 X Ø21 X 16MM;irineu;27/03/2025;28/03/2025;14/04/2025;1;90;90;1;0;82.590;28/03/2025;194.665;6153;SOEK TOOLS;90;90;02/04/2025;Aprovada;Recebida;;clayton
109.252;2303_roberto;09_PEDIDO_FOR;701060433s;PS BROCA MD 2C RET CRI Ø9 X 27 X Ø21 X 16MM;irineu;27/03/2025;28/03/2025;05/05/2025;1;90;90;0;1;82.590;28/03/2025;194.666;6153;SOEK TOOLS;90;90;02/04/2025;Aprovada;Confirmada;;clayton
109.252;2303_roberto;09_PEDIDO_FOR;701060834s;PS BROCA MD 2C RET SRI Ø4,66 X 10 X Ø8 X 80MM;irineu;27/03/2025;28/03/2025;05/05/2025;1;75;75;0;1;82.590;28/03/2025;194.667;6153;SOEK TOOLS;75;75;02/04/2025;Aprovada;Confirmada;;clayton
109.253;2303_roberto;09_PEDIDO_FOR;701290085;INSERTO MD DESB PILOTO SV53532 / HTM007I0128 0030;irineu;27/03/2025;28/03/2025;02/07/2025;10;109,02;1.090,20;0;10;82.591;28/03/2025;194.668;1515;STEELVIDEA;103,63;1.036,30;02/04/2025;Aprovada;Confirmada;;clayton
109.257;jakeline;10_RECEBIDA;641030013;ALCOOL 1L MERCO OIL ISOPROPILICO;Miriam;28/03/2025;28/03/2025;01/04/2025;4;25;100;4;0;59.913;20/04/2017;194.672;2863;FABESUL;25,22;100,88;;Aprovada;Recebida;;2470_wolker
109.259;2439_luiz;10_RECEBIDA;801040253;LUVA RESISTENTE A CORTE SS 1008 TAM P;Irineu;28/03/2025;28/03/2025;10/04/2025;36;15,8779;571,6044;36;0;76.958;25/05/2023;194.669;5727;SUPER SAFETY;15,45;556,2;;Aprovada;Recebida;;2439_luiz
109.261;2467_vedor;10_RECEBIDA;651070531;PARAFUSO ALLEN CAB CILINDRICA M16X80mm;miriam;28/03/2025;01/04/2025;14/04/2025;14;13,41;187,74;14;0;82.644;02/04/2025;194.738;4221;SOUZA AUT PÇ;8;112;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070062;PARAFUSO ALLEN M12 X 040 MM;miriam;28/03/2025;01/04/2025;14/04/2025;16;13,48;215,68;16;0;82.644;02/04/2025;194.739;4221;SOUZA AUT PÇ;2,7;43,2;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070101;PARAFUSO ALLEN CAB CILINDRICA M16X60mm;miriam;28/03/2025;01/04/2025;14/04/2025;6;13,41;80,46;6;0;82.644;02/04/2025;194.740;4221;SOUZA AUT PÇ;6;36;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070083;PARAFUSO ALLEN CABEÇA CILINDRICA M16X50 MM;miriam;28/03/2025;01/04/2025;14/04/2025;3;13,41;40,23;3;0;82.644;02/04/2025;194.741;4221;SOUZA AUT PÇ;6;18;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070024;PARAFUSO ALLEN CAB CILINDRICA M6X20mm;miriam;28/03/2025;01/04/2025;14/04/2025;42;13,41;563,22;42;0;82.644;02/04/2025;194.742;4221;SOUZA AUT PÇ;0,3;12,6;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070028;PARAFUSO ALLEN CAB CILINDRICA M6X40mm;miriam;28/03/2025;01/04/2025;14/04/2025;6;13,41;80,46;6;0;82.644;02/04/2025;194.743;4221;SOUZA AUT PÇ;0,6;3,6;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070991;PARAFUSO ALLEN CAB CILINDRICA M6X15MM;miriam;28/03/2025;01/04/2025;14/04/2025;20;13,41;268,2;20;0;82.644;02/04/2025;194.744;4221;SOUZA AUT PÇ;0,3;6;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651070061;PARAFUSO ALLEN M12 X 030 MM;miriam;28/03/2025;01/04/2025;14/04/2025;12;13,41;160,92;12;0;82.644;02/04/2025;194.745;4221;SOUZA AUT PÇ;2,5;30;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651030785;CILINDRO PNEUM GUIA DFM 20-100-P-A-GF;miriam;28/03/2025;01/04/2025;26/04/2025;1;3.614,21;3.614,21;1;0;82.641;02/04/2025;194.746;1235;HIDRACINE;3.300,00;3.300,00;10/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651030787;VALVULA REGULADORA DE FLUXO GRA-1/4-B (2101) FESTO;miriam;28/03/2025;01/04/2025;15/04/2025;1;839,43;839,43;1;0;82.635;02/04/2025;194.747;1235;HIDRACINE;880,5;880,5;23/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651030671;ATUADOR PNEUMATICO SMC MGPM20-50Z;miriam;28/03/2025;01/04/2025;16/04/2025;1;950;950;1;0;82.640;02/04/2025;194.748;3400;JARTEC;1.050,00;1.050,00;10/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651030732;TUBO PNEUMATICO FLEXIVEL PU AZUL 6MM;miriam;28/03/2025;01/04/2025;11/04/2025;20;2,4;48;20;0;82.634;02/04/2025;194.749;3775;FORTFLEX;3;60;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651030733;TUBO PNEUMATICO FLEXIVEL PU AZUL 8MM;miriam;28/03/2025;01/04/2025;11/04/2025;20;3,4;68;20;0;82.634;02/04/2025;194.750;3775;FORTFLEX;4,15;83;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;651140048;SENSOR KITA KT07PQT - COM CONECTOR;miriam;28/03/2025;01/04/2025;16/04/2025;4;240;960;4;0;82.632;02/04/2025;194.751;2130;TAIPAN;250;1.000,00;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;08_IMPRIMIR;641070002;FILAMENTO PTEG 1.75 1KG;miriam;28/03/2025;01/04/2025;11/04/2025;6;110;660;0;6;82.633;02/04/2025;194.752;6059;REAL 3D;109,9;659,4;24/04/2025;Aprovada;Confirmada;;vinicius
109.261;2467_vedor;10_RECEBIDA;651071068;PARAFUSO ALLEN M20 X 80MM;miriam;28/03/2025;01/04/2025;14/04/2025;4;13,41;53,64;4;0;82.644;02/04/2025;194.737;4221;SOUZA AUT PÇ;12;48;04/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030121;AÇO SAE 1045 - 410 X 410 X 65;miriam;28/03/2025;01/04/2025;11/04/2025;2;917,82;1.835,64;2;0;82.629;01/04/2025;194.756;4723;GGD METALS;971,92;1.943,84;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371070011;AÇO 8620 REDONDO Ø Ø65 X 310;miriam;28/03/2025;01/04/2025;16/04/2025;3;99,86;299,58;3;0;82.656;03/04/2025;194.719;4723;GGD METALS;120,31667;360,95;14/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371070012;AÇO 8620 REDONDO Ø85 X 220;miriam;28/03/2025;01/04/2025;16/04/2025;3;114,79;344,37;3;0;82.656;03/04/2025;194.720;4723;GGD METALS;145,62333;436,87;14/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;09_PEDIDO_FOR;372030123;AÇO SAE 1045 - 310 X 310 X 110;miriam;28/03/2025;01/04/2025;25/04/2025;1;972,53;972,53;0;1;82.755;14/04/2025;194.757;3524;AÇOFERRO;1.574,00;1.574,00;17/04/2025;Aprovada;Confirmada;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030124;AÇO SAE 1045 - 310 X 310 X 70;miriam;28/03/2025;01/04/2025;11/04/2025;1;565,06;565,06;1;0;82.629;01/04/2025;194.758;4723;GGD METALS;590,85;590,85;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371030042;AÇO SAE 1045 Ø55 X 70;miriam;28/03/2025;01/04/2025;11/04/2025;1;30;30;1;0;82.629;01/04/2025;194.759;4723;GGD METALS;30;30;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030120;AÇO SAE 1045 -150 X 35;miriam;28/03/2025;01/04/2025;11/04/2025;2;45,06;90,12;2;0;82.629;01/04/2025;194.721;4723;GGD METALS;48,23;96,46;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030119;AÇO SAE 1045 -110 X 35;miriam;28/03/2025;01/04/2025;11/04/2025;2;30;60;2;0;82.629;01/04/2025;194.722;4723;GGD METALS;30;60;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371030041;AÇO SAE 1045 Ø40 X 40;miriam;28/03/2025;01/04/2025;11/04/2025;12;30;360;12;0;82.629;01/04/2025;194.723;4723;GGD METALS;30;360;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030118;AÇO SAE 1045 - 35 X 35 X 25;miriam;28/03/2025;01/04/2025;11/04/2025;8;30;240;8;0;82.629;01/04/2025;194.724;4723;GGD METALS;30,975;247,8;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372030122;AÇO SAE 1045 - 230 X 90 X 50;miriam;28/03/2025;01/04/2025;11/04/2025;1;91,08;91,08;1;0;82.629;01/04/2025;194.760;4723;GGD METALS;95,4;95,4;09/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;09_PDACEITO_FOR;372020003;AÇO SAE 1020 - 190 X 70 X 30;miriam;28/03/2025;01/04/2025;11/04/2025;2;40,29;80,58;0;2;82.631;02/04/2025;194.725;6363;CAMPESE;40,29;80,58;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020018;AÇO SAE 1020 - 90 X 50 X 25;miriam;28/03/2025;01/04/2025;11/04/2025;1;35,87;35,87;1;0;82.631;02/04/2025;194.761;6363;CAMPESE;35,87;35,87;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020006;"AÇO SAE 1020 - 90 X 90 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;20,06;20,06;1;0;82.631;02/04/2025;194.726;6363;CAMPESE;20,06;20,06;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020007;"AÇO SAE 1020 - 220 X 100 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;51;51;1;0;82.631;02/04/2025;194.727;6363;CAMPESE;51;51;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020008;"AÇO SAE 1020 - 150 X 90 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;32,3;32,3;1;0;82.631;02/04/2025;194.728;6363;CAMPESE;32,3;32,3;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371020005;AÇO 1020 REDONDO Ø12 X 40;miriam;28/03/2025;01/04/2025;11/04/2025;2;9,5;19;2;0;82.631;02/04/2025;194.729;6363;CAMPESE;9,5;19;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020022;"AÇO SAE 1020 - 130 X 60 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;20,4;20,4;1;0;82.631;02/04/2025;194.762;6363;CAMPESE;20,4;20,4;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020021;"AÇO SAE 1020 - 130 X 90 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;28,05;28,05;1;0;82.631;02/04/2025;194.763;6363;CAMPESE;28,05;28,05;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020020;"AÇO SAE 1020 - 630 X 130 X 1/4""";miriam;28/03/2025;01/04/2025;16/04/2025;1;170;170;1;0;82.656;03/04/2025;194.764;4723;GGD METALS;109,45;109,45;14/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020019;"AÇO SAE 1020 - 630 X 90 X 1/2""";miriam;28/03/2025;01/04/2025;11/04/2025;1;127,5;127,5;1;0;82.631;02/04/2025;194.765;6363;CAMPESE;127,5;127,5;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020014;AÇO SAE 1020 - 290 X 90 X 30;miriam;28/03/2025;01/04/2025;16/04/2025;1;350;350;1;0;82.656;03/04/2025;194.730;4723;GGD METALS;139,39;139,39;14/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;372020015;AÇO SAE 1020 - 30 X 30 X 30;miriam;28/03/2025;01/04/2025;16/04/2025;2;25;50;2;0;82.656;03/04/2025;194.731;4723;GGD METALS;36,14;72,28;14/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371170003;AISI 304 RETANGULAR 80 X 70 X 6;miriam;28/03/2025;01/04/2025;11/04/2025;1;32,4;32,4;1;0;82.631;02/04/2025;194.732;6363;CAMPESE;32,4;32,4;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371170002;AISI 304 RETANGULAR 90 X 70 X 6;miriam;28/03/2025;01/04/2025;11/04/2025;1;36;36;1;0;82.631;02/04/2025;194.733;6363;CAMPESE;36;36;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371160001;AISI 304 Ø8 X 1000;miriam;28/03/2025;01/04/2025;11/04/2025;6;86,6;519,6;6;0;82.631;02/04/2025;194.734;6363;CAMPESE;40,86;245,16;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371160002;AISI 304 Ø8 X 30;miriam;28/03/2025;01/04/2025;11/04/2025;6;4;24;6;0;82.631;02/04/2025;194.735;6363;CAMPESE;4;24;02/04/2025;Aprovada;Recebida;;vinicius
109.261;2467_vedor;10_RECEBIDA;371170005;AISI 304 RETANGULAR 90 X 50 X 6;miriam;28/03/2025;01/04/2025;11/04/2025;6;30,6;183,6;6;0;82.631;02/04/2025;194.736;6363;CAMPESE;30,6;183,6;02/04/2025;Aprovada;Recebida;;vinicius
109.266;2511_matheus;09_PDACEITO_FOR;372010023;AÇO H13 REFUNDIDO P/ MATRIZ SUPERIOR - 58 X 88 X 310MM;Irineu;28/03/2025;01/04/2025;30/04/2025;6;846,29;5.077,74;0;6;70.758;23/08/2021;194.766;4771;VILLARES MET;874,4449;5.246,67;;Aprovada;Confirmada;;clayton
109.266;2511_matheus;09_PDACEITO_FOR;372010024;AÇO H13 REFUNDIDO P/ MATRIZ INFERIOR 83 X 87 X 310MM;Irineu;28/03/2025;01/04/2025;30/04/2025;4;1.198,04;4.792,16;0;4;70.758;23/08/2021;194.767;4771;VILLARES MET;1.236,98;4.947,91;;Aprovada;Confirmada;;clayton
109.267;fabricia;10_RECEBIDA;991020003;PS SERVIÇOS DE ASSESSORIA RH-  SELEÇÃO E CONTRATAÇÃO;miriam;28/03/2025;28/03/2025;17/04/2025;3;250;750;3;0;82.595;31/03/2025;194.673;5109;CRISTINA H;250;750;07/04/2025;Aprovada;Recebida;;luciana
109.270;2372_mauro;08_IMPRIMIR;651010286;FITA INDICADORA UNIVERSAL PH 0-14;miriam;28/03/2025;01/04/2025;09/04/2025;2;45,65;91,3;0;2;82.686;07/04/2025;194.768;4040;NAVELAB;55;110;;Nao Aprovada;Confirmada;;clayton
109.271;jakeline;10_RECEBIDA;818240175;MEDIDOR DE  LUZ NEGRA(RADIOMETRO);miriam;28/03/2025;31/03/2025;15/04/2025;1;9.000,00;9.000,00;1;0;82.687;07/04/2025;194.715;5997;METAL CHE;8.481,78;8.481,78;09/04/2025;Aprovada;Recebida;;2470_wolker
109.279;2303_roberto;10_RECEBIDA;701240198;FRESA MD 2C RET SRI Ø2,29 X 1,165 X Ø8 X 70MM;irineu;28/03/2025;01/04/2025;30/04/2025;1;250;250;1;0;82.742;10/04/2025;194.769;3963;AFIASANT COM;250;250;10/04/2025;Aprovada;Recebida;;clayton
109.281;estagiariomt;10_RECEBIDA;651070001;PARAFUSO ALLEN M4 X 012 MM;irineu;31/03/2025;02/04/2025;10/04/2025;100;0,1289;12,89;100;0;82.683;07/04/2025;194.837;1468;PIONEIRA;0,2304;23,04;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070300;PARAFUSO ALLEN S/CAB M4X12mm;irineu;31/03/2025;02/04/2025;10/04/2025;100;0,0974;9,74;100;0;82.683;07/04/2025;194.838;1468;PIONEIRA;0,4632;46,32;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070012;PARAFUSO ALLEN M5 X 020 MM;irineu;31/03/2025;02/04/2025;10/04/2025;100;0,15;15;100;0;82.683;07/04/2025;194.839;1468;PIONEIRA;0,2808;28,08;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;09_PEDIDO_FOR;651070511;ARRUELA DE PRESSÃO M4;irineu;31/03/2025;02/04/2025;22/04/2025;100;0,0182;1,82;0;100;82.743;10/04/2025;194.840;1468;PIONEIRA;0,05;5;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.281;estagiariomt;09_PEDIDO_FOR;651070817;PORCA AUTOTRAVANETE M5;irineu;31/03/2025;02/04/2025;22/04/2025;100;0,2;20;0;100;82.743;10/04/2025;194.841;1468;PIONEIRA;0,18;18;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070021;PARAFUSO ALLEN CAB CILINDRICA M6 X 10MM;irineu;31/03/2025;02/04/2025;10/04/2025;100;0,1023;10,23;100;0;82.683;07/04/2025;194.842;1468;PIONEIRA;0,486;48,6;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070031;PARAFUSO ALLEN CAB CILINDRICA M6X60mm;irineu;31/03/2025;02/04/2025;10/04/2025;100;0,2825;28,25;100;0;82.683;07/04/2025;194.843;1468;PIONEIRA;0,8136;81,36;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;09_PEDIDO_FOR;651070503;ARRUELA LISA M6;irineu;31/03/2025;02/04/2025;22/04/2025;100;0,0697;6,97;0;100;82.743;10/04/2025;194.844;1468;PIONEIRA;0,0804;8,04;23/04/2025;Aprovada;Confirmada;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070070;PARAFUSO ALLEN CAB CILINDRICA M12X110mm;irineu;31/03/2025;02/04/2025;10/04/2025;10;5,351;53,51;10;0;82.683;07/04/2025;194.845;1468;PIONEIRA;6,631;66,31;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651070071;PARAFUSO ALLEN CAB CILINDRICA M16X45mm;irineu;31/03/2025;02/04/2025;10/04/2025;10;4,5028;45,028;10;0;82.683;07/04/2025;194.846;1468;PIONEIRA;4,32;43,2;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651310329;BUCHA DE FIXAÇÃO;irineu;31/03/2025;02/04/2025;10/04/2025;10;1,2;12;10;0;82.683;07/04/2025;194.847;1468;PIONEIRA;0,279;2,79;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;10_RECEBIDA;651310329;BUCHA DE FIXAÇÃO;irineu;31/03/2025;02/04/2025;10/04/2025;10;1,2;12;10;0;82.683;07/04/2025;194.848;1468;PIONEIRA;0,178;1,78;09/04/2025;Aprovada;Recebida;;2475_luciano
109.281;estagiariomt;09_PEDIDO_FOR;651310329;BUCHA DE FIXAÇÃO;irineu;31/03/2025;02/04/2025;22/04/2025;10;1,3;13;0;10;82.684;07/04/2025;194.849;1468;PIONEIRA;0,903;9,03;09/04/2025;Aprovada;Confirmada;;2475_luciano
109.282;2511_matheus;10_RECEBIDA;702080328-02tt;PS TRATAMENTO TERMICO-BASE PUNCAO BRIDGE K2K;miriam;31/03/2025;02/04/2025;08/04/2025;1;188;188;1;0;82.639;02/04/2025;194.817;3057;NORMATIC SJP;188;188;04/04/2025;Aprovada;Recebida;;fabioa
109.282;2511_matheus;10_RECEBIDA;702080328-04TT;PS TRATAMENTO TERMICO-APOIO SUPERIOR BRIDGE K2K;miriam;31/03/2025;02/04/2025;08/04/2025;1;188;188;1;0;82.639;02/04/2025;194.818;3057;NORMATIC SJP;188;188;04/04/2025;Aprovada;Recebida;;fabioa
109.282;2511_matheus;10_RECEBIDA;702080328-03TT;PS TRATAMENTO TERMICO-FACA BRIDGE K2K;miriam;31/03/2025;02/04/2025;08/04/2025;1;188;188;1;0;82.639;02/04/2025;194.819;3057;NORMATIC SJP;188;188;04/04/2025;Aprovada;Recebida;;fabioa
109.283;2511_matheus;08_IMPRIMIR;701920320PO;Polimento - Matriz sup Bridge;irineu;31/03/2025;01/04/2025;04/04/2025;1;3.840,00;3.840,00;0;1;82.668;04/04/2025;194.770;2319;POLYTECKY;3.840,00;3.840,00;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701930320PO;MATRIZ INFERIOR FINAL ITEM 212020320 POLIMENTO;irineu;31/03/2025;01/04/2025;04/04/2025;1;3.200,00;3.200,00;0;1;82.668;04/04/2025;194.771;2319;POLYTECKY;3.200,00;3.200,00;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701920085PO;Polimento - Matriz sup Bosch P;irineu;31/03/2025;01/04/2025;04/04/2025;2;400;800;0;2;82.668;04/04/2025;194.772;2319;POLYTECKY;400;800;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701930061PO;Polimento - Matriz inf 5200 Schaeffler;irineu;31/03/2025;01/04/2025;04/04/2025;1;800;800;0;1;82.668;04/04/2025;194.773;2319;POLYTECKY;800;800;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701930154PO;Polimento - Matriz inf Schaeffler;irineu;31/03/2025;01/04/2025;04/04/2025;1;550;550;0;1;82.668;04/04/2025;194.774;2319;POLYTECKY;550;550;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701930060PO;Polimento - Matriz sup 5100 Schaeffler;irineu;31/03/2025;01/04/2025;04/04/2025;1;640;640;0;1;82.668;04/04/2025;194.775;2319;POLYTECKY;640;640;;Nao Aprovada;Confirmada;;clayton
109.283;2511_matheus;08_IMPRIMIR;701800189S;PS MORDENTE PARA SOLDA NACIONAL (POSTIÇO);irineu;31/03/2025;01/04/2025;04/04/2026;2;200;400;0;2;82.668;04/04/2025;194.776;2319;POLYTECKY;400;800;;Nao Aprovada;Confirmada;;clayton
109.285;estagiariorh;11_SAL_FOR;801090206;CRACHAS;miriam;31/03/2025;31/03/2025;30/04/2025;50;8;400;5;45;82.606;31/03/2025;194.699;2624;ABP CARDS;8;360;02/04/2025;Aprovada;Confirmada;;luciana
109.286;massao;09_PDACEITO_FOR;801110150;"NOTE DELL VOSTRO 3480 PROCESSADOR I5-8265U TELA 14""";miriam;31/03/2025;31/03/2025;25/04/2025;4;4.139,51;16.558,04;0;4;82.627;01/04/2025;194.701;6135;LENOVO;4.053,27;16.213,08;01/04/2025;Aprovada;Confirmada;;alexandreo
109.286;massao;09_PDACEITO_FOR;991120005;PS SERVIÇOS DE INFORMATICA;miriam;31/03/2025;31/03/2025;25/04/2025;4;158,65;634,6;0;4;82.627;01/04/2025;194.702;6135;LENOVO;155,34;621,36;01/04/2025;Aprovada;Confirmada;;alexandreo
109.286;massao;09_PDACEITO_FOR;991120005;PS SERVIÇOS DE INFORMATICA;miriam;31/03/2025;31/03/2025;25/04/2025;4;279,86;1.119,44;0;4;82.627;01/04/2025;194.703;6135;LENOVO;274,03;1.096,12;01/04/2025;Aprovada;Confirmada;;alexandreo
109.286;massao;09_PDACEITO_FOR;801090102;MOCHILA NOTEBOOK;miriam;31/03/2025;31/03/2025;25/04/2025;4;84,47;337,88;0;4;82.627;01/04/2025;194.704;6135;LENOVO;82,71;330,84;01/04/2025;Aprovada;Confirmada;;alexandreo
109.286;massao;09_PDACEITO_FOR;801090314;SUPORTE PARA NOTEBOOK COOLER TABLE VERTICAL REF AC166;miriam;31/03/2025;31/03/2025;25/04/2025;4;92,92;371,68;0;4;82.627;01/04/2025;194.705;6135;LENOVO;90,98;363,92;01/04/2025;Aprovada;Confirmada;;alexandreo
109.286;massao;09_PDACEITO_FOR;801110045;MOUSE ÓTICO USB MICROSOFT;miriam;31/03/2025;31/03/2025;25/04/2025;4;50,68;202,72;0;4;82.627;01/04/2025;194.706;6135;LENOVO;49,62;198,48;01/04/2025;Aprovada;Confirmada;;alexandreo
109.287;estagiariomt;09_PEDIDO_FOR;651100426;SINALEIRO VOLTÍMETRO/ AMPERÍMETRO DIGITAL;irineu;31/03/2025;02/04/2025;06/05/2025;8;90;720;0;8;82.697;07/04/2025;194.850;5417;DIMEN SC;116,59;932,72;09/04/2025;Aprovada;Confirmada;;2475_luciano
109.287;estagiariomt;09_PEDIDO_FOR;651020077;ADESIVO TEKBOND 045;irineu;31/03/2025;02/04/2025;28/04/2025;2;200;400;0;2;82.693;07/04/2025;194.851;5347;MAGAZINE LOU;205;410;09/04/2025;Aprovada;Confirmada;;2475_luciano
109.287;estagiariomt;10_RECEBIDA;651060335;VIRA MACHO DESANDADOR UNIVERSAL - N4 MM;irineu;31/03/2025;02/04/2025;22/04/2025;2;192;384;2;0;82.694;07/04/2025;194.852;1008;FG CWB;238,77;477,54;14/04/2025;Aprovada;Recebida;;2475_luciano
109.287;estagiariomt;10_RECEBIDA;651011575;TOMADA INDUSTRIAL MULTIPOLAR 6 PINOS + TERRA;irineu;31/03/2025;02/04/2025;22/04/2025;5;255;1.275,00;5;0;82.804;17/04/2025;194.853;6384;EZCOMP;254,3;508,6;17/04/2025;Aprovada;Recebida;;2475_luciano
109.295;jakeline;10_RECEBIDA;818240176;SECADOR DE AR -MAQUINA MMC;miriam;31/03/2025;31/03/2025;16/04/2025;1;12.500,00;12.500,00;1;0;82.638;02/04/2025;194.716;4523;METROPAR;12.500,00;12.500,00;02/04/2025;Aprovada;Recebida;;2470_wolker
